"Search Parameters"	"Year"	"Mo"	"Dy"	"Hr"	"Mn"	"Sec"	"Tsu"	"Vol"	"Location Name"	"Latitude"	"Longitude"	"Focal Depth (km)"	"Mag"	"MMI Int"	"Deaths"	"Death Description"	"Missing"	"Missing Description"	"Injuries"	"Injuries Description"	"Damage ($Mil)"	"Damage Description"	"Houses Destroyed"	"Houses Destroyed Description"	"Houses Damaged"	"Houses Damaged Description"	"Total Deaths"	"Total Death Description"	"Total Missing"	"Total Missing Description"	"Total Injuries"	"Total Injuries Description"	"Total Damage ($Mil)"	"Total Damage Description"	"Total Houses Destroyed"	"Total Houses Destroyed Description"	"Total Houses Damaged"	"Total Houses Damaged Description"
"[""Year >= 1900"",""Earthquake Magnitude >= 1"",""Deaths >= 1""]"																																						
	2012	6	11	5	29	11.5			"AFGHANISTAN:  HINDU KUSH"	36.023	69.351	16	5.8		75	2			13	1		2	143	3	593	3	75	2			13	1		2	143	3	593	3
	2012	6	24	7	59	34.8			"CHINA:  YUNNAN AND SICHUAN PROVINCES"	27.767	100.781	10	5.5		4	1			394	3		4	6768	4			4	1			394	3		4	6768	4		
	2012	7	20	12	11	52			"CHINA:  JIANGSU PROVINCE"	32.978	119.593	10	4.9		1	1			2	1		1					1	1			2	1		1				
	2012	7	25	0	27	45.2			"INDONESIA: BANDA ACEH"	2.707	96.045	22	6.5		1	1						1			20	1	1	1						1			20	1
	2012	8	11	12	23	18.1			"IRAN:  AHAR, HARIS, VARZAGAN"	38.329	46.826	11	6.5		306	3			3000	4	599	4		4		4	306	3			3000	4	599	4		4		4
	2012	8	18	9	41	52.4			"INDONESIA:  SULAWESI:  SIGI, PARIGI MOUNTONG"	-1.315	120.096	10	6.3		6	1			43	1		4	471	3	1097	4	6	1			43	1		4	471	3	1097	4
	2012	8	31	12	47	33.3	5463		"PHILIPPINES:  CAGAYAN DE ORO, TACLOBAN"	10.811	126.638	28	7.6		1	1			1	1	0.3	1		1			1	1			1	1	0.3	1		1		
	2012	9	5	14	42	7.8	5464		"COSTA RICA:  NICOYA"	10.085	-85.315	35	7.6		2	1			20	1		1		2			2	1			20	1		1		2		
	2012	9	7	3	19	42.5			"CHINA: YUNNAN PROVINCE:  ZHAOTONG:  YILIANG"	27.575	103.983	10	5.6		81	2			821	3	1000	4	37000	4	133000	4	81	2			821	3	1000	4	37000	4	133000	4
	2012	11	7	16	35	46.9	5468		"GUATEMALA:  SAN MARCOS, SAN CRISTOBAL COCHU"	13.988	-91.895	24	7.3		48	2			155	3	210	4	2769	4	7561	4	48	2			155	3	210	4	2769	4	7561	4
	2012	11	11	1	12	38.8			"MYANMAR (BURMA):  SHWEBO"	23.005	95.885	14	6.8		26	1			230	3		2	251	3			26	1			230	3		2	251	3		
	2012	12	5	17	8	13.5			"IRAN:  KHORASAN PROVINCE"	33.506	59.571	14	5.7		8	1			12	1		1				1	8	1			12	1		1				1
	2013	1	21	22	22	52.7			"INDONESIA:  SUMATERA:  N"	4.927	95.907	12	6.1		1	1			15	1		1			71	2	1	1			15	1		1			71	2
	2013	3	27	2	3	19.8			"TAIWAN:  NANTOU COUNTY, TAIPEI"	23.828	121.215	19	6		1	1			86	2	1.128	2				3	1	1			86	2	1.128	2				3
	2013	4	9	11	52	49.9			"IRAN:  BUSHEHR PROVINCE:  SHANBE, KAKI, SENA"	28.428	51.593	12	6.3		37	1			850	3	297	4		3	700	3	37	1			850	3	297	4		3	700	3
	2013	4	16	10	44	20.1			"IRAN; PAKISTAN:  MASHKAL"	28.033	61.996	80	7.7		40	1			300	3		3			1000	3	40	1			300	3		3			1000	3
	2013	4	18	0	50	38.5			"TEXAS:  WEST"	31.817	-97.088	0	2.1		14	1			200	3	100	4	50	1			14	1			200	3	100	4	50	1		
	2013	4	20	0	2	47.5			"CHINA:  SICHUAN PROVINCE:  LONGMEN"	30.308	102.888	14	6.6		196	3	21	1	11470	4	6800	4		3		3	196	3	21	1	11470	4	6800	4		3		3
	2013	4	24	9	25	30			"AFGHANISTAN:  KAMA"	34.526	70.22	64	5.5		18	1			141	3		2			676	3	18	1			141	3		2			676	3
	2013	5	1	6	57	13.4			"INDIA:  KASHMIR:  DODA, KISHTWAR, RAMBAN"	33.061	75.863	15	5.7		3	1			90	2	19.5	3	1136	4	95532	4	3	1			90	2	19.5	3	1136	4	95532	4
	2013	5	11	2	8	8.5			"IRAN:  HORMOZGAN: BASHAGARD"	26.56	57.77	15	6.1		2	1			20	1		2				3	2	1			20	1		2				3
	2013	6	2	5	43	3.4			"TAIWAN:  JENAI"	23.789	121.141	17	6.3		4	1			21	1		1					4	1			21	1		1				
	2013	7	2	7	37	2.6			"INDONESIA:  BANDA ACEH"	4.645	96.665	13	6.1		48	1			2532	4	113	4	20401	4			48	1			2532	4	113	4	20401	4		
	2013	7	21	23	45	56.6			"CHINA:   GANSU:  DINGXI, MIN"	34.512	104.262	8	6		94	2	5	1	1001	4	466	4	1968	4	22496	4	94	2	5	1	1001	4	466	4	1968	4	22496	4
	2013	8	31	0	5	15			"CHINA:  YUNNAN PROVINCE:  BENZILAN"	28.243	99.35	8	5.8		5	1			24	1		3	600	3	55500	4	5	1			24	1		3	600	3	55500	4
	2013	9	7	0	13	57			"GUATEMALA:  COATEPEQUE, QUETZALTENANGO"	14.606	-92.121	66	6.4	7	1	1			11	1		1	3	1			1	1			11	1		1	3	1		
	2013	9	24	11	30	37	5506		"PAKISTAN:  AWARAN, KECH"	26.951	65.501	15	7.7	4	825	3			619	3		4	32638	4	14118	4	825	3			619	3		4	32638	4	14118	4
	2013	9	28	7	34	45			"PAKISTAN: AWARAN"	27.183	65.505	12	6.8		22	1			50	1				2		2	22	1			50	1				2		2
	2013	10	15	0	12	5			"PHILIPPINES:  BOHOL, CEBU, SIQUIJOR IS"	9.88	124.117	19	7.1	7	222	3	8	1	976	3	51.8	4		4		4	222	3	8	1	976	3	51.8	4		4		4
	2013	10	22	5	40	1			"INDONESIA:  BANDA ACEH"	5.103	95.971	10	5.5	5	1	1			2	1		1			160	3	1	1			2	1		1			160	3
	2013	11	28	13	51	51			"IRAN:  BORAZJAN"	29.275	51.313	4	5.7	4	8	1			200	3		2	250	3		1	8	1			200	3		2	250	3		1
	2014	1	2	3	13	57			"IRAN:  BASTAK"	27.15	54.448	8	5.3		1	1			30	1		1				3	1	1			30	1		1				3
	2014	4	1	23	46	26	5557		"CHILE:  NORTHERN:  IQUIQUE, ALTO HOSPICIO"	-19.61	-70.769	25	8.2	8	7	1					100	4			2600	4	7	1					100	4			2600	4
	2014	4	10	23	27	6			"NICARAGUA:  NAGAROTE, MANAGUA"	12.403	-86.378	13	6.1		2	1			250	3	3	2	168	3	2210	4	2	1			250	3	3	2	168	3	2210	4
	2014	4	11	7	7	13			"PAPUA NEW GUINEA:  BOUGAINVILLE ISLAND"	-6.586	155.049	61	7.1		1	1						1	51	2			1	1						1	51	2		
	2014	5	5	11	8	42			"THAILAND:  CHIANG RAI"	19.656	99.67	6	6.1	5	1	1			32	1	62	4	20	1		3	1	1			32	1	62	4	20	1		3
	2014	5	8	22	52	23			"PAKISTAN:  NAWABSHAH"	26.387	68.358	15	4.5		2	1			70	2		1		2			2	1			70	2		1		2		
	2014	5	24	9	25	5	5790		"GREECE, TURKEY"	40.24	25.33	23	6.9	7	3	1			310	3	450	4		1		2	3	1			310	3	4500	4		1		2
	2014	7	7	11	23	7			"MEXICO; GUATEMALA:  SAN MARCOS"	14.728	-92.578	67	6.9	5	3	1			33	1		1		1	50	1	3	1			33	1		1		1	50	1
	2014	7	29	10	46	7			"MEXICO:  OAXACA"	17.682	-95.653	107	6.3	5	1	1			1	1		2				2	1	1			1	1		2				2
	2014	8	1	4	11	4			"ALGERIA:  ALGIERS"	36.841	3.301	30	5.5	6	6	1			420	3							6	1			420	3						
	2014	8	3	8	30	57			"CHINA:  YUNNAN:  LUDIAN:   LONGTOUSHAN, ZHAOTONG"	27.189	103.409	12	6.2		615	3	114	3	3143	4		3	25800	4	160400	4	615	3	114	3	3143	4		3	25800	4	160400	4
	2014	8	5	10	23	38			"SOUTH AFRICA:  ORKNEY"	-26.99	26.705	5	5.5	6	1	1			17	1		2	13	1	1433	4	1	1			17	1		2	13	1	1433	4
	2014	8	12	19	58	13			"ECUADOR:  QUITO"	-0.018	-78.322	12	5.1	5	2	1			8	1		1			89	2	2	1			8	1		1			89	2
	2014	8	24	10	20	6			"CALIFORNIA:  NAPA, VALLEJO"	38.216	-122.312	11	6.1	8	1	1			257	3	700	4	160	3	1034	4	1	1			257	3	700	4	160	3	1034	4
	2014	9	28	2	35	19			"PERU:  PARURO PROVINCE"	-13.843	-71.695	10	5.1	7	8	1			6	1		1	106	3		3	8	1			6	1		1	106	3		3
	2014	10	7	13	50	12			"CHINA:   YUNNAN PROVINCE:  YONGPING"	23.383	100.47	9	6.1		1	1			323	3		1		1			1	1			323	3		1		1		
	2014	10	14	3	51	46	5607		"EL SALVADOR:  GULF OF FONSECA"	12.526	-88.123	40	7.3	7	1	1						1	5	1	41	1	1	1						1	5	1	41	1
	2014	11	22	8	55	58			"CHINA:  SICHUAN PROVINCE:  GARZE"	30.34	101.737	9	5.9	3	5	1			65	2		3	30	1	27400	4	5	1			65	2		3	30	1	27400	4
	2014	12	6	10	20	52			"CHINA:  YUNNAN PROVINCE:  YONGPING"	23.358	100.533	10	5.6		1	1			15	1		2	434	3	17000	4	1	1			15	1		2	434	3	17000	4
	2015	2	21	21	21	8			"BALKANS NW:  BOSNIA-HERZEGOVINA:"	44.534	18.934	7	3.6		4	1			1	1							4	1			1	1						
	2015	3	14	6	14	38			"CHINA:  ANHUI PROVINCE:  FUYANG"	33.15	115.8	10	4.6		2	1			13	1		2	155	3	11079	4	2	1			13	1		2	155	3	11079	4
	2015	4	20	1	42	38			"TAIWAN:  TAIPEI"	24.203	122.316	29	6.4	4	1	1			1	1		1			19	1	1	1			1	1		1			19	1
	2015	4	25	6	12	35			"NEPAL:   KATHMANDU; INDIA; CHINA; BANGLADESH"	28.231	84.731	8	7.8	8	8957	4	3	1	24000	4	6000	4	498852	4	256697	4	8957	4	3	1	24000	4	6000	4	498852	4	256697	4
	2015	5	12	7	6	13			"NEPAL:   DOLAKHA"	27.809	86.066	15	7.3	7	117	3			2800	4		2		2			117	3			2800	4		2		2		
	2015	6	4	23	16	31			"MALAYSIA:  SABAH:  LAHAD,DATU,KANAK"	5.987	116.541	10	6	6	18	1				2		1			23	1	18	1				2		1			23	1
	2015	7	3	1	7	1			"CHINA:  S. XINJIANG:  HOTAN"	37.6	78.2	10	6.4		3	1			263	3		3	3000	4			3	1			263	3		3	3000	4		
	2015	7	3	6	43	54			"PHILIPPINES:  MINDANAO"	10.169	125.891	32	6.1		1	1											1	1										
	2015	7	24	20	59	12			"PAKISTAN:  ABBOTTABAD"	33.856	73.193	17	5.1	5	3	1			1	1		1	3	1			3	1			1	1		1	3	1		
	2015	7	27	21	42	11			"INDONESIA:  PAPUA"	-2.629	138.528	48	7	5	1	1						1	1	1	6	1	1	1						1	1	1	6	1
	2015	8	7	1	25	54			"RWANDA:  BUKAVU"	-2.141	28.897	11	5.8	4	3	1			30	1							3	1			30	1						
	2015	9	16	22	55	26	5590		"CHILE:  CENTRAL"	-31.573	-71.674	22	8.3	9	7	1	1	1	14	1	600	4	2305	4	10044	4	15	1	1	1	14	1	600	4	2305	4	10044	4
	2015	10	17	11	33	0			"ARGENTINA:  GALPON"	-25.442	-64.632	33	5.8	7	2	1			30	1		1	15	1			2	1			30	1		1	15	1		
	2015	10	26	9	9	56			"AFGHANISTAN: HINDU KUSH"	36.524	70.368	231	7.5	7	399	3			1770	4	109	4	29230	4	79893	4	399	3			1770	4	109	4	29230	4	79893	4
	2015	11	7	6	58	30			"VENEZUELA:  MERIDA"	8.477	-71.365	14	5.3		1	1						1	33	1	83	2	1	1						1	33	1	83	2
	2015	11	17	7	10	3	5594		"GREECE:  LEFKADA, KEFALONIA, ITHACA"	38.67	20.6	11	6.5		2	1			4	1		2	1	1		2	2	1			4	1		2	1	1		2
	2015	11	22	20	38	5			"VENEZUELA:  MERIDA"	8.48	-71.42	5	5.1	4	1	1			3	1		1			6	1	1	1			3	1		1			6	1
	2015	12	7	7	51	35			"TAJIKISTAN"	38.211	72.78	22	7.2	3	2	1				3	5	2	500	3	793	3	2	1				3	5	2	500	3	793	3
	2015	12	17	19	49	5			"MEXICO:  COCOTITLAN"	15.802	-93.633	85	6.6	5	2	1											2	1										
	2015	12	25	19	14	19			"AFGHANISTAN; PAKISTAN"	36.494	71.126	206	6.3	5	4	1			97	2		1		1		1	4	1			97	2		1		1		1
	2016	1	3	23	5	27			"INDIA:  IMPAHL"	24.804	93.651	55	6.7	7	13	1			100	2	75	4				2	13	1			100	2	75	4				2
	2016	1	16	23	22	4			"INDONESIA: MALUKU:  BURU, AMBALAU ISLAND"	-3.873	127.229	4	5.6	3	1	1			22	1		1			230	3	1	1			22	1		1			230	3
	2016	1	25	4	23	13	5792		"MOROCCO:  MELILLA"	35.649	-3.682	12	6.3	6	1	1			26	1		1		1		1	1	1			26	1		1		1		1
	2016	2	5	19	57	6			"TAIWAN:  TAINAN"	22.97	120.46	10	6.4	7	117	3			525	3	700	4		1		1	117	3			525	3	700	4		1		1
	2016	4	10	10	29	12			"AFGHANISTAN:  KHYBER PAKHTUNKHWA"	36.473	71.131	212	6.6	5	6	1			5	1		1			20	1	6	1			5	1		1			20	1
	2016	4	13	13	55	8			"INDIA: ASSAM; BANGLADESH"	23.094	94.865	136	6.9	5	2	1			170	3		2			4	1	2	1			170	3		2			4	1
	2016	4	15	16	25	22			"JAPAN:  KUMAMOTO, OITA"	32.791	130.754	10	7	8	50	1			1500	4	20000	4	80000	4		4	50	1			1500	4	20000	4	80000	4		4
	2016	4	16	23	58	0	5599		"ECUADOR:  NEAR WEST COAST: MANABI, ESMERALDAS"	0.35	-80.16	17	7.8	8	663	3	9	1	6274	4	3300	4	6998	4	29672	4	663	3	9	1	6274	4	3300	4	6998	4	29672	4
	2016	5	17	17	5	5			"CHINA: YUNNAN PROVINCE: SHIMEN"	26.085	99.575	51	4.8		2	1					60	4					2	1					60	4				
	2016	5	18	16	47	26			"ECUADOR:  MANABI PROVINCE"	0.495	-79.616	30	6.9	4	1	1			162	3		1		1	32	1	1	1			162	3		1		1	32	1
	2016	6	1	22	56	8			"INDONESIA:  SUMATRA:  PESISIR SELATAN"	-2.097	100.665	50	6.6	5	1	1			30	1		2			2663	4	1	1			30	1		2			2663	4
	2016	8	15	2	58	0			"PERU:  AREQUIPA"	-15.64	-71.68	8	5.5	6	9	1			68	2		2	605	3	671	3	9	1			68	2		2	605	3	671	3
	2016	8	24	1	36	2			"ITALY:  ACCUMOLI, ARQUATA, AMATRICE"	42.704	13.238	4	6.2	9	299	3	15	1	368	3	5000	4		3		2	299	3	15	1	368	3	5000	4		3		2
	2016	8	24	10	34	58			"MYANMAR (BURMA): CHAUK"	20.923	94.569	82	6.8	5	4	1			20	1	10	3			230	3	4	1			20	1	10	3			230	2
	2016	9	10	12	27	41			"TANZANIA:  LAKE VICTORIA;  UGANDA: RAKAI"	-1.036	31.618	40	5.9		23	1			252	3	458	4	1172	4	6281	4	23	1			252	3	458	4	1172	4	6281	4
	2016	9	12	11	33	17			"SOUTH KOREA:  GYEONGJU"	35.781	129.216	13	5.4	6	1	1			14	1	21	3			106	3	1	1			14	1	21	3			106	3
	2016	9	23	16	12	1			"RWANDA:  RISUZI; CONGO:  UKAVU"	-2.65	29.06	10	4.8		8	1				1		1	22	1			8	1				1		1	22	1		
	2016	9	28	16	49	1			"NICARAGUA:  LEON"	12.442	-86.515	8	5.5	4	1	1			5	1		2	6	1	487	3	1	1			5	1		2	6	1	487	3
	2016	10	1	8	4	33			"PAKISTAN:  MANSEHRA, NARAN"	34.905	73.682	10	5.4	2	1	1				2		1		2			1	1				2		1		2		
	2016	10	26	19	18	43			"ITALY:  VISSO, USSITA"	42.956	13.067	10	6.1	7	1	1				1		4			1001	4	1	1				1		4			1001	4
	2016	10	30	6	40	5			"ITALY: NORCIA"	42.84	13.11	9	6.6	7	2	1			20	1	200	4		1		4	2	1			20	1	200	4		1		4
	2016	11	13	11	2	34	5613		"NEW ZEALAND:  AMBERLEY"	-42.737	173.054	15	7.8	8	2	1						2				1	2	1					3900	4	1	1		1
	2016	11	25	14	25	11			"CHINA:  XINJIANG PROVINCE:  KASHGAR"	39.273	73.978	17	6.6	7	1	1					5.5	3		2			1	1					5.5	3		2		
	2016	11	27	23	35	2			"NEPAL:   MOUNT AMA DABLAM, CHARIKHARKA"	27.802	86.532	10	5.4	4	1	1			1	1		1	2	1			1	1			1	1		1	2	1		
	2016	11	29	20	9	35			"POLAND:  RUDNA"	51.613	16.157	5	4.2		8	1			9	1		1					8	1			9	1		1				
	2016	12	1	22	40	0			"PERU:  PUNO, LAMPA"	-15.44	-70.93	10	6.2	6	1	1			17	1		1	8	1	40	1	1	1			17	1		1	8	1	40	1
	2016	12	6	22	3	39			"INDONESIA:  SUMATRA:  ACEH:  PIDIE JAYA"	5.283	96.168	13	6.5	8	104	3			857	3	100	4	245	3	18752	4	104	3			857	3	100	4	245	3	18752	4
	2016	12	8	5	15	6			"CHINA:  N. XINJIANG:  URUMQI"	43.823	86.345	18	6	3	1	1					135	4					1	1					135	4				
	2016	12	8	17	38	28	5630		"SOLOMON ISLANDS"	-10.681	161.327	40	7.8	8	1	1						1	191	3	126	3	1	1						1	191	3	126	3
	2016	12	19	7	11	0			"ECUADOR:  ESMERALDAS"	0.93	-79.84	6	5.4	6	3	1			47	1		2	10	1	70	2	3	1			47	1		2	10	1	70	2
	2017	1	3	9	9	8			"INDIA:  AMBASA;  BANGLADESH"	24.015	92.018	32	5.7		3	1				3		3	1492	4	5200	4	3	1				3		3	1492	4	5200	4
	2017	1	6	2	33	21			"IRAN:  KHONJ"	28.2	53.107	10	5		4	1			4	1		1					4	1			4	1		1				
	2017	1	11	22	7	7			"MADAGASCAR: ANTSIRABE"	-20.16	46.647	7	5.5		2	1				1		1				1	2	1				1		1				1
	2017	1	18	10	14	9			"ITALY:  FARINDOLA"	42.529	13.282	9	5.7		34	1			11	1	18	3		1			34	1			11	1	18	3		1		
	2017	1	22	4	31	36	5642		"PAPUA NEW GUINEA:  BOUGAINVILLE ISLAND"	-6.246	155.172	135	7.9	9	3	1						1		3			3	1						1		3		
	2017	2	10	14	4	32			"PHILIPPINES: SURIGAO DEL NORTE"	9.907	125.452	15	6.5	8	8	1			202	3	40	4	215	3	3042	4	8	1			202	3	40	4	215	3	3042	4
	2017	3	5	0	8	1			"PHILIPPINES: SURIGAO DEL NORTE"	9.831	125.496	11	5.7		1	1			45	1		1	13	1			1	1			45	1		1	13	1		
	2017	3	13	14	20	7			"MYANMAR (BURMA):  THARRAWADDY"	17.399	96	10	5.1		2	1			36	1		1		1		1	2	1			36	1		1		1		1
	2017	4	5	6	9	2			"IRAN:  SEFID SANG"	35.776	60.436	13	6.1		2	1			11	1		1				1	2	1			11	1		1				1
	2017	4	10	23	54	3			"EL SALVADOR: SAN SALVADOR,SOYAPANGO"	13.766	-89.155	10	4.8		1	1			3	1		1				2	1	1			3	1		1				2
	2017	5	10	21	58	7			"CHINA: XINJIANG: QUZGUN, TAXKORGAN TAJIK"	37.643	75.31	8	5.4		8	1			23	1	123	4	3015	4			8	1			23	1	123	4	3015	4		
	2017	5	13	18	0	52			"IRAN: KHORASAN"	37.769	57.206	8	5.6		3	1			417	3	2	2		1		4	3	1			417	3	2	2		1		4
	2017	5	25	9	55	51			"TANZANIA: MWANZA"	-3.043	32.888	10	4.4		1	1			18	1							1	1			18	1						
	2017	6	12	12	28	15	5652		"GREECE: LESBOS"	38.93	26.365	12	6.3		1	1			15	1		2	10	1	250	3	1	1			15	1		2	10	1	250	3
	2017	6	14	7	29	39			"GUATEMALA: QUETZALTENANGO, SUCHITEPEQUEZ; MEXICO"	14.909	-92.009	93	6.9	8	5	1			30	1		3		1		3	5	1			30	1		3		1		3
	2017	6	21	4	40				"NEPAL:  DHADING"	27.64	85.17		3.2		1	1			1	1							1	1			1	1						
	2017	7	6	8	3	55			"PHILIPPINES: LEYTE"	11.127	124.629	11	6.5	9	4	1			448	3	5	3	735	3	1029	4	4	1			448	3	5	3	735	3	1029	4
	2017	7	18	2	6	15			"PERU:  AREQUIPA"	-16.416	-73.636	44	6.4		1	1			1	1							1	1			1	1						
	2017	7	20	22	31	26	5655		"TURKEY: BODRUM, DATCA; GREECE: KOS"	36.929	27.414	7	6.6	7	2	1			500	3		2		1		1	2	1			500	3		2		1		1
	2017	8	2	7	15	0			"CHILE:  SANTIAGO"	-33.201	-70.614	99	5.4		1	1											1	1										
	2017	8	8	13	19	54			"CHINA:  SICHUAN PROVINCE:  ABA"	33.193	103.855	9	6.5	5	29	1			525	3	500	4	100	2	72500	4	29	1			525	3	500	4	100	2	72500	4
	2017	8	11	21	45	4			"PERU: AREQUIPA"	-16.299	-73.474	41	5.6		1	1				1							1	1				1						
	2017	8	13	16	51	5			"PERU:  JUNIN"	-10.721	-74.566	32	5.8		1	1			2	1		1					1	1			2	1		1				
	2017	8	21	18	57	11			"ITALY:  ISCHIA ISLAND"	40.783	13.939	3	4.2		2	1			42	1		2		2		2	2	1			42	1		2		2		2
	2017	8	22	22	27	3			"PHILIPPINES: LEYTE: ORMOC"	10.954	124.707	17	5		2	1				1		2			56	2	2	1				1		2			56	2
	2017	9	8	4	49	2	5658		"MEXICO: OAXACA, CHIAPAS, TABASCO; GUATEMALA"	14.761	-94.103	46	8.2	9	98	2			251	3	4000	4	47468	4	94027	4	98	2			251	3	4000	4	47468	4	94027	4
	2017	9	19	18	14	7			"MEXICO: MEXICO CITY, MORELOS, PUEBLA"	18.339	-98.68	39	7.1	9	369	3			6000	4	8000	4	226	3	184000	4	369	3			6000	4	8000	4	226	3	184000	4
	2017	9	23	12	53	48			"MEXICO:  OAXACA"	16.626	-95.078	10	6.1		5	1			7	1		1	11	1			5	1			7	1		1	11	1		
	2017	10	31	11	50	37			"INDONESIA:  MALUKU:  AMBON"	-3.745	127.752	6	6.1	5	1	1						1			14	1	1	1						1			14	1
	2017	11	12	18	18	18			"IRAN: KERMANSHAH; IRAQ: KURDISTAN"	34.911	45.959	19	7.3	8	630	3			12900	4	750	4	15500	4	14500	4	630	3			12900	4	750	4	15500	4	14500	4
	2017	11	13	2	29	8			"COSTA RICA: JACO"	9.515	-84.487	19	6.5	8	2	1											2	1										
	2017	11	18	16	7	3			"INDONESIA: NORTH MALUKU: MOROTAI"	2.465	128.148	8	5.8		1	1						2			294	3	1	1						2			294	3
	2017	12	15	16	47	23			"INDONESIA:  JAVA"	-7.492	108.174	90	6.5	7	4	1			36	1		2			4825	4	4	1			36	1		2			4825	4
	2017	12	20	19	57	7			"IRAN:  ALBORZ"	35.649	50.962	10	4.9	6	2	1			117	3							2	1			117	3						
	2017	12	26	21	24	59			"IRAN: ALBORZ, TEHRAN"	35.716	51.256	10	4	4	1	1			57	2							1	1			57	2						
	2018	1	14	9	18	0	5675		"PERU: YAUCA"	-15.982	-74.512	38	7.1	9	2	1			139	3		3	259	3	1577	4	2	1			139	3		3	259	3	1577	4
	2018	1	23	6	35	38			"INDONESIA:  JAVA:  BANTEN"	-7.092	105.963	48	5.9	6	1	1			11	1		2			2760	4	1	1			11	1		2			2760	4
	2018	1	31	7	7	29			"AFGHANISTAN; PAKISTAN:  BALUCHISTAN"	36.526	70.851	194	6.2	6	2	1			15	1							2	1			15	1						
	2018	1	31	23	13	4			"ECUADOR:  PASTAZA"	-1.744	-77.672	21	5.2	4	1	1										1	1	1										1
	2018	2	6	15	50	32			"TAIWAN:  HUALIEN"	24.134	121.659	17	6.4		17	1			291	3		2	4	1		1	17	1			291	3		2	4	1		1
	2018	2	16	23	39	28			"MEXICO:  OAXACA"	16.386	-97.979	22	7.2		14	1			19	1		2			1000	3	14	1			19	1		2			1000	3
	2018	2	25	17	44	14			"PAPUA NEW GUINEA: S HIGHLANDS, HELA;  INDONESIA"	-6.07	142.754	25	7.5	8	145	3			300	3	290	4		4		4	145	3			300	3	290	4		4		4
	2018	2	28	2	45	43			"PAPUA NEW GUINEA:  S HIGHLANDS"	-6.17	142.468	16	6.1		1	1											1	1										
	2018	3	4	19	57	29			"PAPUA NEW GUINEA:  S HIGHLANDS"	-6.331	142.599	10	6		11	1											11	1										
	2018	3	6	14	14	5			"PAPUA NEW GUINEA:  S HIGHLANDS, HELA"	-6.304	142.612	20	6.7		25	1							1	1			25	1							1	1		
	2018	4	7	5	48	1			"PAPUA NEW GUINEA:  HELA"	-5.838	142.531	18	6.3		4	1						1		1		1	4	1						1		1		1
	2018	4	18	6	29	24			"INDONESIA:  JAVA:  BANJARNEGARA"	-7.248	109.654	10	4.5	2	3	1			21	1		2			316	3	3	1			21	1		2			316	3
	2018	5	3	11	17				"SOUTH AFRICA:  WEST RAND"	-26.4	27.5		2.1		7	1			6	1							7	1			6	1						
	2018	5	5	8	58	5			"POLAND:  SILESIAN:  JASTRZEBIE-ZDROJ"	50.124	18.683	1	4.1		5	1			2	1		1					5	1			2	1		1				
	2018	6	5	18	40	2			"AZERBAIJAN: SHAKI-ZAQATALA"	41.526	46.786	22	5.3		1	1			31	1		1				2	1	1			31	1		1				2
	2018	6	12	9	35	48			"COLOMBIA:  PASTO"	1.067	-77.272	11	4.9		2	1			7	1		2	1	1		3	2	1			7	1		2	1	1		3
	2018	6	17	22	59	17			"JAPAN:  OSAKA"	34.825	135.639	10	5.5		5	1			417	3	7000	4			6766	4	5	1			417	3	7000	4			6766	4
	2018	7	21	7	58	0			"INDONESIA: SUMATRA: SOLOK"	-0.969	100.769	10	5.2		1	1			2	1		2	2	1		3	1	1			2	2		1	2	1		3
	2018	7	28	22	48	14	5778		"INDONESIA:  LOMBOK ISLAND"	-8.24	116.508	14	6.4		17	1			355	3		3	5448	4		3	17	1			355	3		3	5448	4		3
	2018	8	5	11	47	3	5685		"INDONESIA:  LOMBOK ISLAND"	-8.258	116.438	34	6.9		560	3			7733	4	509	4		3	83392	4	560	3			7733	4	509	4		3	83392	4
	2018	8	9	5	25	38			"INDONESIA:  LOMBOK ISLAND"	-8.307	116.23	15	5.9		6	1			24	1		2				3	6	1			24	1		2				3
	2018	8	19	4	11	4	5816		"INDONESIA:  LOMBOK ISLAND"	-8.337	116.599	16	6.3		2	1			1	1		2			1705	4	2	1			1	1		2			1705	4
	2018	8	19	14	56	49			"INDONESIA:  LOMBOK ISLAND"	-8.319	116.627	21	6.9		11	1				1		2			1800	4	11	1				1		2			1800	4
	2018	8	21	21	31	6	5687		"VENEZUELA:  SUCRE; TRINIDAD"	10.773	-62.902	146	7.3		5	1						2				3	5	1						2				3
	2018	8	25	22	14	2			"IRAN:  KERMANSHAH"	34.611	46.242	10	6		2	1			267	3		3			2600	4	2	1			267	3		3			2600	4
	2018	9	5	18	7	15			"JAPAN:  HOKKAIDO"	42.686	141.929	35	6.6	7	44	1			660	3	2000	4		3	15000	4	44	1			660	3	2000	4		3	15000	4
	2018	9	7	6	24	6			"IRAN:  KERMAN"	28.326	59.32	10	5.6		1	1			2	1		1				1	1	1			2	1		1				1
	2018	9	12	4	50	57			"INDIA:  WEST BENGAL"	26.371	90.161	10	5.3		1	1											1	1										
	2018	9	28	7	0	14			"INDONESIA:  SULAWESI"	-0.401	119.771	4	6.1		1	1			10	1		1		1		1	1	1			10	1		1		1		1
	2018	9	28	10	2	25	5689		"INDONESIA:  SULAWESI"	-0.256	119.846	20	7.5	8	4340	4	667	3	10679	4	1500	4	3673	4	39191	4	4340	4	667	3	10679	4	1500	4	3673	4	39191	4
